"Protein"	"Organism"	"AA_1.Intensity"	"AA_2.Intensity"	"AA_3.Intensity"	"AB_1.Intensity"	"AB_2.Intensity"	"AG_1.Intensity"	"AG_2.Intensity"	"BA_1.Intensity"	"BA_2.Intensity"	"BA_3.Intensity"	"BB_2.Intensity"	"BB_3.Intensity"	"BG_1.Intensity"	"BG_2.Intensity"
"sp|P20107|ZRC1_YEAST"	"YEAST"	335621.9	337740.34	399023.28	284169.22	297865.94	285699.84	354633.38	222374.62	209126.72	236089.67	217034.22	189431.48	190888.94	221048.23
"sp|P20424|SRP54_YEAST"	"YEAST"	1077645.8	1006583.25	939785.75	1016581.9	905290.7	1041933	814075.9	496297.2	379058.56	442905.12	473694.25	452344	493414.5	489269.38
"sp|P20433|RPB4_YEAST"	"YEAST"	121606.75	117733.47	122697.64	108060.2	117928	109383.555	0	62988.168	61217.547	55304.344	70439.984	69917.95	68660.47	196813.88
"sp|P20434|RPAB1_YEAST"	"YEAST"	722951.6	963160.6	600289.44	551068.44	960894.9	667511.75	1142122.6	486255.8	443028.56	414497.22	285838.3	257227.62	353494.03	383921.9
"sp|P20435|RPAB2_YEAST"	"YEAST"	682609.6	609547.4	630519.1	631823.2	786055.5	775302.7	618832.1	392511.84	425806.2	309556.8	204452.78	461286.34	275619.25	311505.6
"sp|P20436|RPAB3_YEAST"	"YEAST"	801543.06	644168.6	676543	732633.5	652243.94	633148.06	600824.7	289794.97	224279.02	291641.97	242883.61	253868.2	257569.4	238520.56
"sp|P20447|DBP3_YEAST"	"YEAST"	367350.94	538957.4	424717.3	393582.88	492237.78	458519.62	434906.6	194250.89	183655.34	178390.64	204076.55	191712.12	84433.914	213326.81
"sp|P20448|DBP4_YEAST"	"YEAST"	86727.016	131386.44	259000.88	106768.26	258668.33	196188.1	189110.62	38345.74	32777.883	47451.54	99476.08	54683.062	0	84454.44
"sp|P20449|DBP5_YEAST"	"YEAST"	2924356.2	2838151	2820592.8	2729919.5	2507908	2780753.5	2775684	1094864.2	1141794.8	1081763.2	1003954.8	1017824.75	1065377.6	996107.56
"sp|P20457|PRI2_YEAST"	"YEAST"	158748.27	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P20459|IF2A_YEAST"	"YEAST"	1453704.5	1529126.2	1840443.1	1267068.1	1398258.4	1266935.9	1422496.9	844876.8	803273.4	967380	741567.7	893199.94	674061.5	926115.75
"sp|P20484|MAK11_YEAST"	"YEAST"	72224.266	0	105594.56	108586.27	0	0	58245.867	139419.52	0	0	0	0	0	0
"sp|P20485|KICH_YEAST"	"YEAST"	175308.66	152759.9	153207.84	87697.516	125982.57	171628.9	68626.28	44894.73	49378.14	78415	58672.98	60392.96	47578.918	48522.402
"sp|P20486|CKS1_YEAST"	"YEAST"	325428.03	330706.97	305209.94	250766.86	257668.7	347193.94	251183.97	121998.04	96261.67	169409.05	107708.71	238703.56	110556.22	202151.36
"sp|P20604|PP11_YEAST"	"YEAST"	877341.75	1107251.1	1007526.94	948511.9	995588.7	1091349.8	1053659.2	454910	496028.8	581798.3	566475	576056.4	579706.44	524944.1
"sp|P20606|SAR1_YEAST"	"YEAST"	2167955.8	2289552	2231217.8	2073272.1	1858217.1	2082615	1925785.6	1209389.1	1098279.4	934660.1	1109012	1046950.44	1124662.1	1038244.5
"sp|P20676|NUP1_YEAST"	"YEAST"	943635.5	908886.25	1007198.1	1015534.7	984073.4	1140020.1	1000624.3	1065758.9	1011480.5	1031559.8	1011278.44	977973.7	1087213.6	1066237
"sp|P20967|ODO1_YEAST"	"YEAST"	1677439.1	1771671.2	1715050.8	1663613.8	1407705	1428084.6	1484396.9	705306.7	555093.4	486524.16	722611.6	723125.25	423648.5	645385.7
"sp|P21147|ACO1_YEAST"	"YEAST"	916626.5	885759.3	757210.3	952001.06	938658.8	882749.56	959504.3	510203.88	477069.2	289782.5	721206.7	488885	782564.7	464576.66
"sp|P21182|DCAM_YEAST"	"YEAST"	252791.61	241137.25	245164.16	252414.36	220749.36	288971.97	233544.33	174913.17	172212.5	150976.8	145362.58	129422.055	145853.88	184620.36
"sp|P21242|PSA7_YEAST"	"YEAST"	3714232	3665322.8	4244719	2879292.8	3633185	3526528	3472506.2	2159936.8	1426006.8	1850270	2149884	1589192.6	1442798.4	2045210.2
"sp|P21243|PSA1_YEAST"	"YEAST"	2415774	2364739.2	2378422.2	2363517.2	2239145	2163721.5	2229719.8	1182604.5	1191284.8	1340426.5	1439283.8	1065110	1314020	974987.5
"sp|P21264|PUR6_YEAST"	"YEAST"	2275030.5	1919866.5	2421796.5	2289393.2	1716768.2	2036689.9	2216162.8	1363385.9	1256319.4	1123446.1	1016310.6	1090106.1	1126244.8	1194938.6
"sp|P21269|CCA1_YEAST"	"YEAST"	643554.94	553684.1	541904.8	230626.53	573688.3	570667.1	517613.03	140261.45	57449.664	239509.48	157429.39	363581.22	325119.25	242863.7
"sp|P21304|PWP1_YEAST"	"YEAST"	2120214.5	2310647.8	2152743	2096470.1	2104802	2031268	2135712.2	1261964.1	1024535.94	1532678.1	1358601.2	1323969.6	774905.25	1349692.2
"sp|P21306|ATP5E_YEAST"	"YEAST"	0	0	203047.19	0	0	0	0	0	210358.61	0	0	0	0	0
"sp|P21373|UTR1_YEAST"	"YEAST"	1573497.6	280268.9	224582.55	1225397.4	377413.5	282460.62	228208.72	25836.63	420111.66	0	3337.1423	62080.76	32167.068	936092.8
"sp|P21375|OSM1_YEAST"	"YEAST"	521405.1	519785.7	530710.3	454356.56	488593.8	476834.75	428236.8	129969.59	75112.164	188478.66	143378.8	89833.22	134749.36	144156.97
"sp|P21524|RIR1_YEAST"	"YEAST"	147455.28	296566.84	306142.38	145942.34	214572.9	230084.81	205891.02	212596.1	244826.34	218013.4	340320.2	102461.04	132677.53	124925.234
"sp|P21538|REB1_YEAST"	"YEAST"	285427.56	710319.75	503518.38	650860.4	344824.72	682616.06	329806.6	285676.03	301736.62	2515801.5	292531.9	280290.06	213544.72	379026
"sp|P21560|CBP3_YEAST"	"YEAST"	164249.2	200575.1	203094.75	203251.97	196903.84	193389.78	209187.72	102038.586	99045.53	91029.305	121627.95	97870.95	93401.23	118531.016
"sp|P21576|VPS1_YEAST"	"YEAST"	7780532.5	8681057	8002265.5	7496213.5	7601015.5	7847515.5	7334385.5	4161525.5	3598927.2	4053442.2	4345634.5	4278056	4072248	3676402.8
"sp|P21657|DAL81_YEAST"	"YEAST"	173830.58	138731.33	171189.8	150381.8	142849.28	138094.4	72280.65	48254.754	100020.94	59017.195	53691.965	46177.254	0	53852.555
"sp|P21734|UBC1_YEAST"	"YEAST"	880980.75	899628.4	822161.5	843714.5	904139.44	849035.25	914940.6	408436.22	449657.9	370184.8	403536.75	486114.88	470689.97	423510.28
"sp|P21801|SDHB_YEAST"	"YEAST"	76455.25	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P21825|SEC62_YEAST"	"YEAST"	0	0	83095.805	0	0	0	0	0	0	0	0	0	0	0
"sp|P21827|RCC1_YEAST"	"YEAST"	1339584.8	1257970	1332428.1	1142933	1179511.1	1234514.2	1160374	640296.4	584451.75	632499.1	646020.2	645810.1	630966.1	655117.7
"sp|P21951|DPOE_YEAST"	"YEAST"	108748.19	25861.754	77563.67	98757.33	62326.6	113428.516	61938.484	0	0	0	0	0	0	42280.2
"sp|P21954|IDHP_YEAST"	"YEAST"	4799757	4563192	4037601	4497244.5	3988360.5	4384226	3954472.8	2367189.8	2179806.2	1897051.2	2061959.2	2208610.5	2202287	2030681.1
"sp|P21957|OPI1_YEAST"	"YEAST"	95391.04	90188.65	85548.086	105916.445	72927.734	71806.56	103516.78	25388.424	23111.936	29079.783	20409.531	23653.025	21721.6	30949.928
"sp|P21965|MCK1_YEAST"	"YEAST"	1926729.9	1933541.6	1921032.4	1780907.2	1847399.1	1971746.8	1824596.5	1089482.9	1259596.6	1233731.1	940120.8	898925	1056987.2	1109698.2
"sp|P22007|FNTB_YEAST"	"YEAST"	29214.363	29511.723	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P22023|KRE5_YEAST"	"YEAST"	387140.53	464982.06	318548.88	368890.94	388707.06	706066.7	461912.34	78983.24	61540.105	99579.64	162718.1	203929.97	93724.46	122951.16
"sp|P22082|SNF2_YEAST"	"YEAST"	217026.84	166986.98	492898.72	181972.78	169662.03	235736.25	128244.46	152575.83	47317.902	210856.55	286165.25	221737.36	266620.44	229298.89
"sp|P22108|APA2_YEAST"	"YEAST"	174955.61	123226.77	240284.86	266637.3	45117.605	102909.44	147309.55	49461.7	0	77747.73	0	106671.61	42158.94	0
"sp|P22133|MDHC_YEAST"	"YEAST"	305858.12	228550.34	226277.66	346854.62	226441.81	206863.66	255855.6	0	0	88565.47	110789.36	81340.73	101879.37	83590.305
"sp|P22134|MAG_YEAST"	"YEAST"	136047.84	254223.97	218816.58	199528.83	157011.53	161298.02	0	0	0	0	0	0	0	0
"sp|P22135|ATP12_YEAST"	"YEAST"	160400.81	160944.84	163085.9	129002.84	82489.266	118926.77	168027.53	50410.895	0	0	29321.248	0	0	0
"sp|P22137|CLH_YEAST"	"YEAST"	15342860	15047009	15268254	13842859	13741479	14517574	13973322	8154789.5	8153491	9570197	8794615	7817346.5	7847246	7628919.5
"sp|P22138|RPA2_YEAST"	"YEAST"	1922704.6	2329465.8	1708888.1	1930516.4	1764344.2	2152601.8	1764410	697315.9	902586.4	713479.8	911677.6	685309.9	735676.8	609955.56
"sp|P22139|RPAB5_YEAST"	"YEAST"	111629.77	0	94824.18	61678.76	0	50407.56	0	0	0	0	0	0	0	0
"sp|P22140|EPT1_YEAST"	"YEAST"	224604.7	249939.42	246349.16	222076.73	248607.4	253862.45	226230	82421.59	125218.32	138874.64	147981.17	153024.48	140861.28	142020.42
"sp|P22141|PSB4_YEAST"	"YEAST"	913061.94	1068759.6	1012837.94	1034605.5	974921.25	1010574	1038337.8	494299.6	570098.6	564060.44	516004.97	457507.75	561562	480204.12
"sp|P22146|GAS1_YEAST"	"YEAST"	5057998	5630106.5	5685974	5014886	5025974.5	4832690	5154696	3303228.2	3365429	3457908.2	3074593.2	2950295	2991321.8	2966815.2
"sp|P22147|XRN1_YEAST"	"YEAST"	7623353	8539373	8828777	7880135.5	7984175.5	7147716.5	8075340.5	3530485.2	4620544.5	4429787	4557858.5	4690127.5	3147308.5	4233858.5
"sp|P22148|MSN1_YEAST"	"YEAST"	0	0	47067.254	39010.973	0	0	36594.855	0	0	0	0	0	0	0
"sp|P22149|AFT1_YEAST"	"YEAST"	0	0	0	0	0	0	0	0	0	34643.285	0	0	0	0
"sp|P22202|HSP74_YEAST"	"YEAST"	1861335	2085423	2010023.4	1839369.1	1995618	2013205.5	1812475	1126878.9	1071878.9	1068351.1	1100831	1262945.2	1142405.1	1184200.5
"sp|P22203|VATE_YEAST"	"YEAST"	2245451.2	2747330.2	2899099.5	2603533	2428715.2	2855417	2907236.2	1761253.4	1619066.4	1785571.4	1341915.1	1257656.1	1543767.6	1483802.5
"sp|P22204|DBF2_YEAST"	"YEAST"	0	0	53688.88	0	106622.77	97413.7	44135.01	0	0	50797.21	0	0	0	21872.758
"sp|P22211|NPR1_YEAST"	"YEAST"	262990.03	264822.5	189763.33	203854.38	207697.4	334119.53	254350.19	11633.271	0	72041.17	0	0	56517.59	0
"sp|P22213|SLY1_YEAST"	"YEAST"	1103104.2	593010.1	643074.94	841153.1	490367.25	753207.6	567925.94	295547.88	286611.97	287439.3	276573.56	280328.34	265864.38	269840.1
"sp|P22214|SEC22_YEAST"	"YEAST"	667962.6	629390	584234.25	258939.33	288667.25	436218.47	470897.16	531887.5	575744.1	475987.3	291985.6	289339.5	366414.12	303806.06
"sp|P22216|RAD53_YEAST"	"YEAST"	34620.125	29655.535	34174.277	516462.22	588015.06	28465.066	0	0	0	0	0	0	0	131444.64
"sp|P22217|TRX1_YEAST"	"YEAST"	3452240.8	2937469.5	3111785.8	2519907.2	2539388.8	2457290.8	2754466	1876135.5	1924465	1750610.9	1879557	896714.9	1564376	1579183.1
"sp|P22276|RPC2_YEAST"	"YEAST"	520244.8	430605.84	655040.94	495731.88	336971.84	506749.75	405755.2	377030.03	456442.56	433511.12	453058.5	412477.44	360200.38	510630.06
"sp|P22336|RFA1_YEAST"	"YEAST"	1186292.1	1212152.4	1101986.4	1120093.4	1277755.5	1152813.6	1332801.5	591456.4	371829.72	373378.5	431507.75	438172.1	343804.88	245052.44
"sp|P22434|PDE1_YEAST"	"YEAST"	65819.445	41936.06	36671.2	57146.64	54220.242	80975.88	49020.426	0	0	0	0	33169.89	0	37080.2
"sp|P22470|SAN1_YEAST"	"YEAST"	500105.9	392565.12	481089.5	200797.53	180788.97	425996.6	235572.05	235988.94	1432853.1	72148.734	63024.043	278500	241117.75	82096.47
"sp|P22515|UBA1_YEAST"	"YEAST"	20552470	20144388	20063404	18660436	18337150	18969022	18545208	11379125	11468599	10867422	10309162	9598441	10877651	10389082
"sp|P22517|KCC2_YEAST"	"YEAST"	379802.8	459199.28	382235.5	434007.06	351130.97	264964	347289.88	211603.78	209937.17	268677.34	170760.22	201153.34	245055.86	197586.61
"sp|P22543|VPS34_YEAST"	"YEAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P22579|SIN3_YEAST"	"YEAST"	595715.8	670960.7	675271.56	468876.53	496743.6	703578.2	575766.7	220291.66	154208.42	146442.73	211826.86	93867.88	248641.97	80908.12
"sp|P22696|ESS1_YEAST"	"YEAST"	816106.06	690606.8	624431.8	587878.06	373554.25	715893.44	670826.7	203471.27	296927.4	374196.34	348295.3	359553.2	402246.6	316906.16
"sp|P22768|ASSY_YEAST"	"YEAST"	609738.5	716109.5	630643.5	650205.75	603808.1	614747.56	590734.8	363539.38	636770.2	632015	278457.84	449646.38	537417.75	292931.3
"sp|P22803|TRX2_YEAST"	"YEAST"	1473304.2	1935648.6	1388407	1111531.6	1199825.5	1133395.4	1015223.1	2351437.8	2096040.6	1208688	900794.94	623282.4	1352615.9	799996.3
"sp|P22804|BET1_YEAST"	"YEAST"	175666.48	190070.28	207168.6	187884.25	183652.23	239209.34	185413.75	190569.38	74677.75	164909.06	112886.67	118590.75	119132.47	115873.75
"sp|P22855|MAN1_YEAST"	"YEAST"	2425786.2	2026741.1	1361366	1907084	1661669.8	2050856.2	1998502.1	622360	667266.6	812966.6	774049.1	737894.94	1242620.9	819215.3
"sp|P22936|APN1_YEAST"	"YEAST"	433611.38	497238.16	320506.62	499234.4	467147.8	378438.7	276137.38	136783.44	200328.78	182553.56	107601.55	133237.16	171409.61	131790.75
"sp|P22943|HSP12_YEAST"	"YEAST"	30902474	31950618	31612652	30155856	29405052	31445476	30178792	19192774	20990872	21052104	19766286	18644626	20704006	19974928
"sp|P23180|AIM17_YEAST"	"YEAST"	4593098	4318487.5	4811221	4133252	4272014	4130294.2	4273855	2071411.9	1910776.5	1981118.8	2885793	2606961	1943872.2	1710898.1
"sp|P23201|SPA2_YEAST"	"YEAST"	955630	897510	954707.56	1059654.5	798730.5	939607	767852.9	363555.88	405852.38	373196.94	347630.16	328755.56	396043.38	332719.03
"sp|P23202|URE2_YEAST"	"YEAST"	487348.44	561828.06	371162.4	687360.6	551941.8	465860.7	519568.62	102638.98	187219.1	0	231334.06	0	283665.2	282835.75
"sp|P23248|RS3A2_YEAST"	"YEAST"	598300.56	431699.7	450130.06	592895.5	461129.9	622580.1	454634.16	0	66359.01	74735.41	0	50766.117	67872.59	495801.47
"sp|P23254|TKT1_YEAST"	"YEAST"	17045380	17101360	15902301	15386632	15580214	14882920	15410587	10073579	9896329	9427853	9080844	8738615	8861739	9480916
"sp|P23287|PP2B1_YEAST"	"YEAST"	1258569.9	46052.742	52783	2096271.9	1044441.56	0	163446.73	0	0	66922.734	0	404240.25	2113788	0
"sp|P23291|KC11_YEAST"	"YEAST"	1134974.1	1211448.9	982897.56	1290958.4	1115401.6	1176430.5	846157.44	406451.34	270118.34	308803.78	421230.44	272276.16	459737.44	344048.44
"sp|P23292|KC12_YEAST"	"YEAST"	2513090.5	2702124.2	2467776	2587531.2	2620795.5	2349204.2	2516208.8	1455064.1	1388220.1	1381508	1511116.1	1416026.5	1375448	1506791.8
"sp|P23293|BUR1_YEAST"	"YEAST"	72703.17	114467.164	64953.594	68107.12	61881.29	133762.52	118876.59	29935.307	34628.043	23466.607	0	44585.81	0	36279.08
"sp|P23301|IF5A1_YEAST"	"YEAST"	19894600	20556004	21398748	19018280	20109176	19466740	19494264	10926474	10669896	11187891	11421660	11332406	10913757	10951441
"sp|P23337|GYS1_YEAST"	"YEAST"	3281545.5	3549269.8	3805393.5	3680641	3215140.2	3046640.5	3641628.2	1604306.4	1718616.8	1664648.5	1773936.8	1614017.8	1547704	1942692.8
"sp|P23394|PRP28_YEAST"	"YEAST"	76407.86	0	43078.406	64664.254	0	84602.8	68040.49	163021.8	79553.69	75685.81	0	39840.61	0	45105.066
"sp|P23493|MBR1_YEAST"	"YEAST"	35616.254	38319.105	34707.367	34285.9	44140.93	43868.992	38603.062	0	0	0	0	0	25305.543	0
"sp|P23542|AATC_YEAST"	"YEAST"	6357323.5	7422073	6885326.5	5772536	6295312.5	6596989.5	5881047	3727835.5	4060216.8	3476325	3380032.2	3673497.8	3800367.8	3456544.5
"sp|P23585|HXT2_YEAST"	"YEAST"	383106.56	419080.72	461037.56	355038.3	424671.47	401271.78	434338.06	213227.81	54870.207	268057.78	283343.88	277167.44	137681.3	194059.48
"sp|P23594|PP2A1_YEAST"	"YEAST"	330575.88	490065.25	472998.4	552219.6	410159.56	548787.1	407363.56	176985.25	171788.98	119268.49	153369.92	145259.98	180898.33	132025.45
"sp|P23595|PP2A2_YEAST"	"YEAST"	1704409.2	1518231.8	1434078.9	1456203	1379228.2	1394647.1	1349718.6	586277	647687.94	607520.4	613396.6	602086.6	590914.7	536638.2
"sp|P23615|SPT6_YEAST"	"YEAST"	3340073	3397124.5	2978128.5	3462049.5	3967966.2	2994821.5	3731857.2	1749467.2	1304696	1741387	2102921.5	2010631.4	981719.2	1931485.2
"sp|P23638|PSA3_YEAST"	"YEAST"	2118422.5	2571598.8	2255566	2192784.2	2295266.8	2247640.5	2443225.8	1312606.5	1655249.2	1689221.6	1353259.4	1251462.1	1430141	1497404.9
"sp|P23639|PSA2_YEAST"	"YEAST"	1363761	1439366.2	1814632.5	1300446.9	1355988.5	1337984.9	1371578.6	769582.8	750655	1185381.6	701798.1	1190515	724457.25	669171.6
"sp|P23641|MPCP_YEAST"	"YEAST"	984911.4	990399.4	922790.8	757150.25	945715.6	981079.4	1085484.5	248828.86	410624.12	608148.94	425890.72	527931.44	418215.12	398118.8
"sp|P23642|VAN1_YEAST"	"YEAST"	228873.97	301466.88	331969.84	254820.84	323906.44	143093.77	329784.62	35837.29	21920.416	27009.27	0	48784.297	13870.444	0
"sp|P23643|VPS3_YEAST"	"YEAST"	138269.58	87910.15	93496	121938.33	104521.05	41692.477	90090.87	0	0	53660.414	22615.422	17010.707	0	39448.977
"sp|P23644|TOM40_YEAST"	"YEAST"	4682124.5	4096928.5	5000626	4203949.5	3882065.5	4307876	3954346.8	3202413.5	3365165.2	3538274.8	3503242.8	3306351.2	3168904	3316002.5
"sp|P23724|PSB6_YEAST"	"YEAST"	1450775.1	1572676.8	1403026.2	1432036.6	1525472.8	1410654.5	1455620	818190.6	780384.75	734919.94	794890.75	743477.2	843896	774892.25
"sp|P23776|EXG1_YEAST"	"YEAST"	1465320.8	1640166	1690518.5	1500279.1	1393573.6	1389185.1	1666964.5	1017044.06	842767.75	1047478	801648.4	814502.7	784048.06	867195.94
"sp|P23833|SCO1_YEAST"	"YEAST"	146482.36	221390.84	281736.78	115443.19	251783.17	140671.45	199622.84	97085.86	71726.516	171992.23	46749.156	149451.69	42596.184	23953.771
"sp|P23900|FPS1_YEAST"	"YEAST"	82641.33	21345.547	112628.94	77243.86	50664.785	58095.473	106043.68	0	28456.082	15879.625	0	12727.908	8738.673	27122.688
"sp|P24000|RL24B_YEAST"	"YEAST"	0	0	0	0	0	0	0	61877.953	0	0	0	0	0	0
"sp|P24004|PEX1_YEAST"	"YEAST"	149458.5	218050.36	0	221145.1	215079.95	203283.08	263631.12	20865.807	118169.414	118837.69	119841.43	0	129257.195	137144.11
"sp|P24031|PPA3_YEAST"	"YEAST"	179941.38	187245.72	204133.94	122538.09	135197.33	182114.69	139035.77	105415.67	102668.65	120479.13	80360.6	105534.36	90999.95	93383.625
"sp|P24276|SSD1_YEAST"	"YEAST"	4485321.5	4555870.5	4823618	4219198.5	4529889.5	4753573	4480106.5	2218300.8	2625389.2	2682761.5	2496096	2807762.2	2998182	2217402.8
"sp|P24279|MCM3_YEAST"	"YEAST"	756620.5	729972.5	720018.3	599437.2	612155	775359	637756.44	13229484	13549440	13646875	14426996	13694312	13326041	13566791
"sp|P24280|SEC14_YEAST"	"YEAST"	1635278.9	1894781.1	1677106.2	1551223	1597727.6	1447666.5	1420602.5	801085.6	653302.94	786043.3	849667.75	822375.75	800452.4	772213.5
"sp|P24309|DBR1_YEAST"	"YEAST"	55919.535	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P24384|PRP22_YEAST"	"YEAST"	140676.38	110947.016	127388.07	29784.322	110384.22	101917.555	130113.414	279452.5	217040.2	274700.1	305210.1	324375.12	278120.66	301691.97
"sp|P24521|ERG8_YEAST"	"YEAST"	800314.2	1044300.6	774525	711004.2	685737.6	771430.94	953241.9	249283.27	200845.89	350618.72	291264.56	330410.75	187472.23	172095.78
"sp|P24583|KPC1_YEAST"	"YEAST"	468117.06	436321.22	459092.5	410544.97	328681.38	412115.5	403392.72	70314.87	34866.496	30268.668	67697.48	61876.17	117306.445	175312.17
"sp|P24783|DBP2_YEAST"	"YEAST"	1289274.4	1720983.6	1267892.8	1357148	1174019.6	1252286.5	1292619.4	1001150.9	639154.25	775078.9	655735.4	696974	749395.25	708093.75
"sp|P24784|DBP1_YEAST"	"YEAST"	76292.09	145962.66	158748.84	233599	54837	127464.016	146463.95	0	0	0	0	0	0	198179.97
"sp|P25037|UBP1_YEAST"	"YEAST"	824370.5	639100	584841.1	655547.8	434595.22	609080.1	695403.1	315521.38	308313.34	206695.27	211645.25	256649.75	279912.88	265629.94
"sp|P25038|IF2M_YEAST"	"YEAST"	62989.21	50914.97	83252.8	61847.664	48465.57	86178.875	82988.86	0	0	0	0	31903.52	0	24334.309
"sp|P25039|EFGM_YEAST"	"YEAST"	674304.5	650795.44	693140.44	693090.6	550991.9	596522.75	674716.9	226865.1	196569.56	268693.12	152755.19	196315.61	112580.94	214357.36
"sp|P25040|TSR4_YEAST"	"YEAST"	369870.6	184136.92	303725.38	145050.58	298966.38	365891.72	297263.3	119154.305	201293.9	160121	293897.97	237114.25	107925.336	253158.16
"sp|P25043|PSB2_YEAST"	"YEAST"	58997.312	68814.305	36402.223	120636.63	0	44543.25	108732.78	0	0	0	20086.707	0	51031.42	0
"sp|P25044|PTP1_YEAST"	"YEAST"	440409.6	153370.81	645503.94	347465	100712.03	277009.44	74759.49	40501.664	42424.785	39998.152	0	82875.76	76891.336	32904.3
"sp|P25045|LCB1_YEAST"	"YEAST"	1412128.4	1369853.6	1412411.6	1454069.5	1426477.2	1351409.4	1376177.5	741795.56	901777.6	948380.06	713668.44	791877.4	778723.5	872996.7
"sp|P25087|ERG6_YEAST"	"YEAST"	3707440.2	3800125.8	3879559.5	3460922.8	3399268.8	3494547.5	3741111	2315994.8	2384076	2769338.8	2059402.2	2148455	2187385.5	2198674.8
"sp|P25293|NAP1_YEAST"	"YEAST"	2962619.8	2875806	3042817	2736350	2754106.8	2743246.2	2752674.8	1429050.8	1326768.4	1593719	1485718.6	1380712.4	1499535.8	1516288.4
"sp|P25294|SIS1_YEAST"	"YEAST"	4230421.5	3952238.8	3944091.8	4140896.8	3677379.8	3878105	3820062	1986466.9	1849607.5	1942691.8	1845996.5	1820912.1	1954372.5	1878226.4
"sp|P25296|CANB_YEAST"	"YEAST"	793075.94	889380.4	899565.25	896545.7	782747.94	871525.5	690025.56	351237.8	441254.25	516420.9	500643.7	462159.78	412179.2	423810.8
"sp|P25297|PHO84_YEAST"	"YEAST"	180613.89	151115.19	82162.62	150246.4	132682.1	189588.66	149238.23	92741.34	0	0	0	41149.7	116035.6	43564.12
"sp|P25298|RNA14_YEAST"	"YEAST"	0	122977.44	115251.91	0	0	87679.695	150273.34	28723.533	39278.426	0	38980.016	0	0	0
"sp|P25299|RNA15_YEAST"	"YEAST"	240928.7	230769.14	240551.88	276780.7	208341.89	236977.61	348147.8	105784.33	93591.31	124654.56	94618.91	105612.625	99620.7	112731.76
"sp|P25302|SWI4_YEAST"	"YEAST"	123711.63	294747.25	211116.5	212514.9	203888.72	483839.75	243118.06	13580.504	52053.81	258875.94	109807.375	0	123281.82	114627.92
"sp|P25303|SCJ1_YEAST"	"YEAST"	294722.5	408255.97	262185.75	276725.75	217471.34	396879.22	279473.16	173850.38	152436.28	202487.4	258811.44	132313.53	219594.75	150387.97
"sp|P25332|RBSK_YEAST"	"YEAST"	69460.6	88052.43	0	0	46191.426	0	0	26730.59	0	0	0	0	0	37274.95
"sp|P25339|PUF4_YEAST"	"YEAST"	284396.03	296554.22	247885.2	257913.94	263534.6	249773.22	242442.73	118407.75	99899.36	65712.22	98635.055	99815.11	101749.55	44516.01
"sp|P25340|ERG4_YEAST"	"YEAST"	1425241	1249474.1	551183.2	909862.75	1115360.6	1142461.8	1090343.2	574086.6	337373.5	573495.6	521241.72	515243.38	486905.1	463749.62
"sp|P25342|CDC10_YEAST"	"YEAST"	1438216.5	1496109.9	1574924.2	652317.1	1610332.6	781823	442049.5	914691.1	433283	991451.25	386005.3	982430.1	955038.7	951837.6
"sp|P25343|RV161_YEAST"	"YEAST"	1507572.8	1524995.6	1240530.2	1081131.4	1240138.4	1081870.2	1160989.8	827506.94	941834	768685.2	594080.9	664937.6	673231.7	565329.6
"sp|P25344|STE50_YEAST"	"YEAST"	48641.336	0	0	46370.516	19005.605	37013.19	0	0	0	0	0	0	0	0
"sp|P25349|YCP4_YEAST"	"YEAST"	3004056.2	2809011	2950348	2612372	2758845.8	2781177	2868911.2	1375219.5	1402863.6	1690681.6	1634804.1	1545021.2	1485134.8	1549854.2
"sp|P25353|NPP1_YEAST"	"YEAST"	68596.26	125360.11	82631.57	65949.05	61485.496	80028.01	60562.215	0	30717.664	44231.05	45534.504	30130.383	0	98320.086
"sp|P25356|BPH1_YEAST"	"YEAST"	0	19050.363	25010.81	0	0	0	0	0	0	0	0	0	0	0
"sp|P25357|SNT1_YEAST"	"YEAST"	235200.27	256604.19	177932.66	67056.234	192491.48	284941.34	202328.47	0	0	0	84155.5	102667.336	33827.05	33920.05
"sp|P25358|ELO2_YEAST"	"YEAST"	658379.6	646403.4	652528.2	730365.75	580000.1	596212.6	611983.6	254059.12	250436.44	304487.7	311832.72	248716.06	305382.88	262792.6
"sp|P25359|RRP43_YEAST"	"YEAST"	303019.1	90763.2	103901.46	358660.3	220719.97	263438.5	342226.28	165679.9	123969.87	85331.96	113829.805	0	0	69804.09
"sp|P25361|YCT3_YEAST"	"YEAST"	145901.03	158225.2	94619.99	158296.92	113250.35	129321.61	95781.18	99675.29	0	86887.94	63664.305	74452.32	104420.05	0
"sp|P25366|OCA4_YEAST"	"YEAST"	60274.84	28085.473	0	71928.484	0	97475.81	87949.66	0	0	0	0	0	42299.5	0
"sp|P25367|RNQ1_YEAST"	"YEAST"	1213882.6	988315.75	1308619.6	1141227.8	978454.56	927742	987125	707420.25	451252.9	655522.5	471976	530272.7	526232.3	547167.94
