"Protein"	"Organism"	"AA_1.Intensity"	"AA_2.Intensity"	"AA_3.Intensity"	"AA_4.Intensity"	"AB_1.Intensity"	"AB_2.Intensity"	"AB_3.Intensity"	"AB_4.Intensity"	"AG_1.Intensity"	"AG_2.Intensity"	"AG_3.Intensity"	"AG_4.Intensity"	"BA_1.Intensity"	"BA_2.Intensity"	"BA_3.Intensity"	"BA_4.Intensity"	"BB_1.Intensity"	"BB_2.Intensity"	"BB_3.Intensity"	"BB_4.Intensity"	"BG_1.Intensity"	"BG_2.Intensity"	"BG_3.Intensity"	"BG_4.Intensity"
"sp|P07245|C1TC_YEAST"	"YEAST"	7198579700	5797619700	8270514000	7398467000	6193467000	6387571000	6779139000	6733708000	6077037600	7368642000	5957551600	7899873300	2907490300	3072692000	2947760400	3233526500	2059987200	3173543000	2409177900	2026395600	2325988600	2417738000	3128759300	2799816200
"sp|P07246|ADH3_YEAST"	"YEAST"	1989551400	2015595100	2307203300	2365564400	2795152600	2373142000	2185505800	1725303600	2382314800	2331783000	1958800800	2306283300	856428900	760156740	1026162900	984549900	892669200	887343000	1258720000	962690000	844963300	904291500	976680450	826090900
"sp|P07248|ADR1_YEAST"	"YEAST"	0	11498830	11077280	0	5194622	5595296	0	0	10404170	9239765	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P07251|ATPA_YEAST"	"YEAST"	6421874700	4866037000	6057505000	6243373600	5578064400	5566675000	5234432000	5810833000	5737535000	5356443000	5842474000	5101485000	2939289300	2738608400	3151359200	3107634000	2459417600	2313755600	2492978200	2991489500	2250310400	2938523000	3076307700	2261199000
"sp|P07253|CBP6_YEAST"	"YEAST"	48332556	194792500	150242780	231704320	0	0	30597616	145250740	0	166312530	26949184	0	0	0	0	117793460	24362286	0	0	0	0	0	124535620	0
"sp|P07255|COX9_YEAST"	"YEAST"	0	0	0	27017544	0	0	0	0	30793816	19355272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P07256|QCR1_YEAST"	"YEAST"	1021471550	879321150	1134851200	1141322600	834455940	1004790460	1007101440	1244673000	929140740	1153173500	1100162000	1094629600	284243000	109174640	396106720	403883400	164697820	191095780	169940480	146529100	433201820	306979140	363325250	255733380
"sp|P07257|QCR2_YEAST"	"YEAST"	1452145800	1500877300	1799232500	1682642000	1323496400	1032681400	1353225500	1653841700	1130684700	919979100	1377347500	1479272700	445593150	415283740	763868300	440330530	429856030	159121060	444440400	524746880	317868960	623624300	410539870	753844200
"sp|P07259|PYR1_YEAST"	"YEAST"	10944261000	10637050000	12179110000	12889077000	11828856000	11855292000	10973634000	12053772000	10328136000	11928513000	12093672000	11860710000	6736663600	5625983000	5063545000	4849071000	4405238300	5515320000	4678381600	4336922000	5023387000	4995366400	4435020000	4462856700
"sp|P07260|IF4E_YEAST"	"YEAST"	2058797800	2311415300	2211956700	2165678800	1945666600	1886153700	2105800200	1670170500	2080235100	2041375100	1898917400	1510936400	670452030	936876350	855092600	633894200	741237440	584848600	720911100	447776200	877667600	576801660	700337300	445967200
"sp|P07262|DHE4_YEAST"	"YEAST"	2116058600	2181857000	2256617700	2462538500	1935191300	2006571000	1964344400	1995164900	1928643600	2288472600	2094331000	1816775600	936833860	746752450	684428350	710638800	701960060	568841150	775679600	675082750	691251800	684887300	652252160	573365900
"sp|P07263|SYH_YEAST"	"YEAST"	1165663000	969844350	838579200	830801150	1120658800	812812000	978635000	923037400	896265200	810695300	729449900	725081700	502292600	305179400	241467520	452145100	347967260	317859740	238040800	460999970	272089540	294647900	200320340	225010080
"sp|P07264|LEUC_YEAST"	"YEAST"	383751330	307921400	334436160	137679460	626571840	171263400	202211940	203071360	196603870	162127870	379614000	347975550	46379500	12803360	87255300	71714664	66598580	92582780	103347360	89408296	60546104	82195650	140764740	26525902
"sp|P07267|CARP_YEAST"	"YEAST"	3718801200	3251864300	4246997500	4324292000	3647828200	3930195000	3509163500	3820327000	3432621300	4024350500	3904198400	3441156000	2438887200	1871756400	1948001400	1698977400	1548556500	1937124500	1726760100	1609833000	1573546800	1821434200	1708108900	1381299800
"sp|P07273|TFS2_YEAST"	"YEAST"	163664030	185844900	180629680	112552860	151687650	144100770	86152820	25295090	177264750	163145540	36824976	124939990	48868910	54013310	19529152	15063665	41601904	30208220	0	6813082.5	32192158	18506750	32920068	7224716.5
"sp|P07274|PROF_YEAST"	"YEAST"	1058233200	758365440	1165568100	767698700	1017277700	994674300	1049438850	829532860	969678100	1000154000	825846140	535909200	494676640	310451000	283406200	329866700	249758860	324241820	153690430	289152200	438501700	298767780	312339070	236988600
"sp|P07275|PUT2_YEAST"	"YEAST"	128246640	86584210	81631080	80782540	44319828	36919810	68475070	88000430	23381886	94805470	94142230	71462850	0	0	11637220	21954060	0	7370708	2909364	6906022.5	9485037	0	0	7354771
"sp|P07277|ERG12_YEAST"	"YEAST"	51150204	144121710	208213570	47321476	91081880	144784480	122072456	90560100	227346940	174890510	45984010	48008430	37093296	0	102911530	38286556	0	23680230	78122080	23375530	0	18763382	23094964	21522578
"sp|P07278|KAPR_YEAST"	"YEAST"	1164291100	1162092400	1274648700	1064773100	973720500	1264269600	1125961100	816077700	1313482500	883930100	976609700	754426750	468109540	354416640	268221620	389715680	74867240	176751620	339029950	309186270	407714370	341251400	284420800	269485700
"sp|P07280|RS19A_YEAST"	"YEAST"	14523567000	13166440000	13727135000	13575540000	12316550000	13116301000	12922424000	12759121000	12156241000	13117157000	13079812000	12764266000	7124027000	6311313000	6535898000	6400081000	6282337000	4737791000	6389199000	6339169300	6036141000	6790080500	6514757600	6611747000
"sp|P07283|PMM_YEAST"	"YEAST"	2346479400	2474940400	2303421400	1989819900	2237784600	2223620900	1873452800	2164883500	1650155100	1765104900	1816974600	1680699800	838836860	798650700	842031500	939937900	731913700	733810000	789082000	832193600	796654500	807351000	818581760	675850500
"sp|P07284|SYSC_YEAST"	"YEAST"	4637285000	4327957500	5576016400	3626056700	3861249300	4438215700	4161359000	4030526000	4389674500	4447705600	4525588500	3513565000	1980026600	1869991700	2263620000	2170369500	1745643400	1403490600	2036892200	1668619800	1755012100	1940676000	2183901000	1063800400
"sp|P07285|TRPD_YEAST"	"YEAST"	406651550	388247600	155507800	154486190	335986880	321645820	47278170	1518988	0	269544900	0	64524596	336387900	0	0	0	0	0	259400750	661467400	384731970	0	0	0
"sp|P07342|ILVB_YEAST"	"YEAST"	360511650	362688800	413159360	236142750	286185630	404319550	211997940	210554240	269755800	361250180	260299920	250310060	93871280	70834300	70863330	38858148	126046590	88602140	122917460	49648724	152480210	39537404	88203140	66887456
"sp|P07347|ARD1_YEAST"	"YEAST"	64253996	0	0	0	24463882	10463921	0	10275883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P07560|SEC4_YEAST"	"YEAST"	692445250	606548350	752561660	661380740	639970940	735742600	813267400	656807600	562507000	720960700	679676740	451058800	220810820	283962300	286218850	300909150	168238780	250658960	267015920	180658480	299688260	319066400	284074800	312201250
"sp|P07702|LYS2_YEAST"	"YEAST"	189416940	178404350	131659710	74154240	284839200	74084560	247986510	270645470	129304310	277911700	45697772	25530848	35260588	13333660	46442764	12674186	0	4746145.5	541781760	0	0	27567276	489408100	35374416
"sp|P07703|RPAC1_YEAST"	"YEAST"	236645330	241284210	264134800	278756030	229276340	327447230	299572860	330137900	213732910	249858510	318951040	361056060	122992080	120508230	175903970	94605090	103186390	99771680	74139810	108439820	164460820	154091500	72936640	146940980
"sp|P07806|SYV_YEAST"	"YEAST"	4392139000	4426998000	5553071600	4459562000	3788871700	5767204000	5344719400	4345359000	4041935400	5347918000	4074313500	3691225600	1674781600	1165144300	2444063700	1731109400	1298657300	1449797200	1373594500	1486415700	1218856800	1655979800	1352339200	1274169700
"sp|P07991|OAT_YEAST"	"YEAST"	618211000	670612000	674310340	449141820	494780450	432252350	468797440	449761280	473755420	619412100	312603140	354515360	311294620	350393440	200766780	154352020	235356130	256116430	86516820	120909260	237833000	234980620	132913176	218108510
"sp|P08018|PBS2_YEAST"	"YEAST"	0	29947402	7557238.5	15212232	7124307.5	82786780	24702220	27712470	28474546	13766173	0	2354310	0	74836480	0	0	0	0	0	0	0	0	0	0
"sp|P08067|UCRI_YEAST"	"YEAST"	0	48385708	21035992	22702984	20702692	20524056	17593592	16768126	22717814	19917108	20208794	18574598	0	7874559	6487962.5	0	7044600	0	0	0	10118474	8520106	0	0
"sp|P08417|FUMH_YEAST"	"YEAST"	678861700	511512400	847445440	797999000	672073660	669133950	525420800	321907970	426844540	444097380	763016200	260914370	151461150	248193500	366944740	78272100	337388400	139077390	183841470	50880388	40639350	94063384	88267180	227039820
"sp|P08456|PSS_YEAST"	"YEAST"	89830744	98995990	96601370	93727320	128604920	109069650	89652020	113040710	0	97015270	92354470	103699120	0	62430348	45937652	66396476	64244184	68196750	0	0	53050276	59121970	0	0
"sp|P08466|NUC1_YEAST"	"YEAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P08518|RPB2_YEAST"	"YEAST"	406187600	247597090	242965230	185594200	394486240	276866270	98914370	223788300	288998050	232320540	85323240	310669800	94787830	0	42643176	65275184	46959440	43206990	111492060	19905172	102205130	90331530	33479244	18054682
"sp|P08524|ERG20_YEAST"	"YEAST"	2131518600	1945245800	2218628900	2074953600	2040135700	1494244400	2051560600	1781082600	1958238500	1976476900	1929977700	1930698500	975500200	920232300	926088640	700815000	919895400	950283800	668777300	637760830	900677300	956992600	827850750	645134500
"sp|P08539|GPA1_YEAST"	"YEAST"	0	0	0	0	0	923864.6	0	680471.1	87451170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P08566|ARO1_YEAST"	"YEAST"	1839636500	1802233200	1794587300	1827777200	1770152100	1692718600	1776922600	1596967000	1443103900	1618857000	1560895400	1085393500	617612400	481222750	541584830	357833920	443788130	302225730	322368480	414593470	510780600	404262200	361168260	407131600
"sp|P08678|CYAA_YEAST"	"YEAST"	4794327.5	1099185.4	10682619	0	6934943	4251974	0	4073294.2	11107664	5571854	4667120	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P08679|CISY2_YEAST"	"YEAST"	177687400	127347950	104013780	147215500	95891290	122368310	155929250	124567570	111165330	196501090	164813900	101762216	63246828	21853204	40483720	30068094	18721324	8016339	0	45610264	11600160	17196208	0	30763258
"sp|P09032|EI2BG_YEAST"	"YEAST"	0	13660899	34818740	27565868	0	46270590	39330656	28850422	30137816	9195232	3897918	36866130	0	0	0	0	0	0	0	0	0	7133453	0	0
"sp|P09064|IF2B_YEAST"	"YEAST"	967531650	1254830800	874635000	661272100	1070020700	1232137500	1107211800	1332864900	1174698200	1250700500	1136584700	651454400	815457300	405738050	231926580	371686080	616054850	404810200	204740110	242987090	735845000	490917000	223093600	461979420
"sp|P09232|PRTB_YEAST"	"YEAST"	1075689300	1338750200	1255517300	3439588600	1080955600	3769916000	4030344200	1148308600	935381570	1214602600	1007125250	895169900	1385212200	1550436100	234111620	173452140	1784421900	342360700	1837913900	324820000	328824000	1542486300	283820700	14877187
"sp|P09436|SYIC_YEAST"	"YEAST"	5993850000	5199500000	6712525300	6067995000	5742804000	6377940500	6559382500	6324087000	5392555500	5748843500	6039350000	5900705300	2568353500	2258371000	2525398500	2694868000	1923402100	2414760400	2240023600	2197029000	1622729500	2377959200	2424105000	1825224300
"sp|P09440|C1TM_YEAST"	"YEAST"	40425410	357336830	415660770	59874870	308464670	322567170	87157540	354260380	42915104	145830220	29514324	54166680	110460200	187105970	0	40322940	193983330	128938030	0	146699490	7597168.5	128010520	44886090	201954500
"sp|P09457|ATPO_YEAST"	"YEAST"	133553430	154465570	121816616	31423576	136455780	152161620	150111200	30230860	132131140	115872540	39223544	26889860	122090990	69871990	41770156	10194271	65349350	50823348	10038401	0	67849896	52883740	41259188	12692084
"sp|P09620|KEX1_YEAST"	"YEAST"	0	0	0	1546527.4	0	0	0	0	0	43480696	22313876	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P09624|DLDH_YEAST"	"YEAST"	1581238900	1532430200	1656272800	1567820800	1463209700	1181424000	1795216900	1381359600	1481329400	1459078700	1550846200	1523877100	398368930	400102530	492565020	464285440	641545900	348973250	422307870	389747230	734622100	233588510	321670980	324837660
"sp|P09733|TBA1_YEAST"	"YEAST"	6837701600	8281298000	9255934000	8843733000	8535717000	8528959000	3817178000	7013541400	8259445000	8276395000	7687270000	6660186000	6954300000	7466996000	7847270000	7310204000	7105627000	7139541500	6359467500	5722210300	7234943000	6711630300	6997934600	6008761000
"sp|P09734|TBA3_YEAST"	"YEAST"	396375040	390526850	333991360	406605760	466742460	320748000	553751800	267508480	300914560	306081860	543125060	348451400	185474850	31993648	195449630	154614290	113442470	156122850	83349070	132811160	106068790	139504860	81035496	153985070
"sp|P09880|TRNL_YEAST"	"YEAST"	0	206380830	4940950.5	1749622.8	302800540	0	0	1599390.4	0	0	0	5714343.5	0	0	0	0	0	0	7007297	0	0	0	0	0
"sp|P09938|RIR2_YEAST"	"YEAST"	4220979200	4672900600	4315439600	3617694200	3824186600	3902005200	3734926300	5075027000	3810618000	3805633000	3921112300	3636744000	4112199000	1875137900	1888837600	2345273600	1568989000	1776715500	1747031800	2175734800	1415769200	1729265500	1935763800	1720643700
"sp|P09950|HEM1_YEAST"	"YEAST"	20129410	31138742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P09959|SWI6_YEAST"	"YEAST"	0	0	0	0	0	0	0	0	0	0	6657100	0	0	0	0	0	0	0	0	0	0	0	72779580	0
"sp|P0C074|YSF3_YEAST"	"YEAST"	2697932.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P0C0T4|RS25B_YEAST"	"YEAST"	3690586400	4038061800	4258047200	4368545000	3730432500	2326160000	4751944000	3801753900	3832100900	4640746500	4191759400	4500474000	1545347600	2165300500	2133322400	1985845400	1119844000	2244111600	2047885700	2048440400	1926615600	2154436000	2100547800	1059218940
"sp|P0C0V8|RS21A_YEAST"	"YEAST"	0	0	35164044	46371630	0	0	0	39096944	0	0	0	46905440	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P0C0W1|RS22A_YEAST"	"YEAST"	6329537500	6694239000	7831392000	7103116300	7280394000	7324482600	6369736000	7271795000	6025203700	7355426000	7369538000	7349997600	3843151000	3685318000	3572775700	3549838000	3476927000	3462886100	3531860700	3476578000	3257263400	3515581400	3503352600	3271013400
"sp|P0C0W9|RL11A_YEAST"	"YEAST"	10263342000	11278710000	10812521000	8010226700	10404813000	9824746000	10650412000	6967363000	10290688000	9942180000	9731338000	7138399000	4395930600	4989311500	4989771000	4889107000	5498056700	5272376000	5077704000	4914159000	5581368000	5109926000	5106786000	4765069000
"sp|P0C0X0|RS28B_YEAST"	"YEAST"	6047719400	5746228700	3612126000	3539833900	6141779000	3331883500	3004699600	3366942200	6070148600	3484473000	3318627300	3371842800	2539725300	3029175300	2862765000	1705218700	2943651600	2892077600	1684273200	1817968800	2943634400	2870744600	1622711000	1805674500
"sp|P0C2H6|RL27A_YEAST"	"YEAST"	12254314000	13278476000	14503388000	14698582000	10989800000	12099715000	13377396000	14026234000	11677410000	13132842000	13374012000	14644507000	5907716000	6749091300	6556056600	6749630500	6132983300	6627963400	6837790700	7117509600	5753225700	6486392000	6660550000	7136650000
"sp|P0C2H8|RL31A_YEAST"	"YEAST"	323323740	426502940	603298200	514657300	350965220	551970000	630854140	362030370	355141380	521246720	379618560	359403170	101949050	236091710	220971140	206258220	0	205374430	155830420	136308260	183976270	214753760	188023280	184614100
"sp|P0C2H9|RL31B_YEAST"	"YEAST"	9660769000	8765413000	9781572000	9653045000	7561681000	7864934400	9258825000	8141163500	8519226000	8003349500	8516625000	8231224000	5616163000	4429148700	4405773000	4312875000	3604301600	4085494800	4011241700	3415805400	3301252400	3788221000	3979735000	3934724000
"sp|P0C2I4|YH11A_YEAST"	"YEAST"	766217000	802215100	838083260	732694900	749545900	784778750	679891700	689271040	772878800	819568400	703248700	671530600	551976450	359358300	367888320	195158340	369344130	391487900	337944350	335790820	283135500	361679420	200003650	324212770
"sp|P0C2I6|YL13B_YEAST"	"YEAST"	6979616000	6500619000	6781399000	6870339600	6334856000	6502144500	6063635000	5196669000	6218849300	6424657400	5318436400	5184382000	3349856500	3256244700	2828937700	3083902500	3092587000	2202018800	2533570300	2351363300	3187355400	3156237800	3132301600	2327090200
"sp|P0CS90|HSP77_YEAST"	"YEAST"	22504049000	21837370000	24556229000	25632390000	23001820000	22135540000	25365918000	22849264000	20768244000	23196412000	23561340000	22592348000	13877081000	9296598000	12421358000	11705898000	11358588000	11202140000	10771928000	10361532000	8624035000	11878827000	10945604000	9631179000
"sp|P0CT04|IPB2_YEAST"	"YEAST"	981394560	1296380200	1485782700	1278154500	1060554300	1186464300	1317611900	1267889800	1213147100	1279174900	1294582700	1574736300	413377730	556071600	582687200	450232700	388842400	554373760	610420500	534935300	414942700	561882800	467395900	590214900
"sp|P0CX08|DSF1_YEAST"	"YEAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P0CX23|RL20A_YEAST"	"YEAST"	13171327000	13569786000	14118612000	13601257000	12680050000	12402930000	13629768000	12541048000	12805008000	13052669000	12715583000	13007266000	6242678300	6692536300	5577260500	5515426000	6418607600	5819751000	6254749700	5645518300	5894445000	5462581000	5539655000	5698285000
"sp|P0CX25|RL43A_YEAST"	"YEAST"	1753284600	1773894300	1909583100	1916040200	1524021800	1763006300	2001532300	1780343300	1607192000	1775324900	1810955800	1814212100	697424000	835740540	861310660	882419900	558771400	854288000	788696500	857918850	794843900	843620540	836528060	869429900
"sp|P0CX27|RL44A_YEAST"	"YEAST"	2958791400	2399659300	2922511400	3081950500	2922772700	2841959400	3513557800	2990471200	3016046800	2812129500	3034105900	3191793700	1211817300	1639545000	1465631000	1729670800	1338348700	1508431100	1611488400	1820364400	1611243300	1452330400	1771442000	1967125200
"sp|P0CX29|RS23A_YEAST"	"YEAST"	4949830000	5152251400	5116933000	5085175000	4981882000	4843041000	5417008600	4650824700	5000947700	4791337500	4785429500	4845232000	2185713000	2117379800	2469325600	2506347000	2411521000	2027751000	2026998100	2458421000	2640112000	1976134400	2410873600	2542022100
"sp|P0CX31|RS24A_YEAST"	"YEAST"	4929889000	6227082000	5502165500	7431579600	5142940700	5226215400	4225734700	7105598000	5589952500	5150051000	6854904000	6773617000	2382772700	2776575000	2216701000	3299722000	3464605400	2558071600	3606882000	3519569200	3532210000	2775179000	3463871700	3275115500
"sp|P0CX33|RS30A_YEAST"	"YEAST"	1504636500	1471561500	1394829400	1429698700	1640719900	1323235100	1118827900	1350665100	1637461500	1342684800	1392933100	1344402000	627157950	676377860	667382100	684031300	684372860	675512400	692826430	671183700	688254400	655673500	683470400	655615170
"sp|P0CX35|RS4A_YEAST"	"YEAST"	23808195000	27193985000	28607486000	28804596000	23691303000	21966172000	23742261000	20511515000	23349557000	27595833000	28417743000	21506724000	9827233000	13622669000	15252361000	10394345000	12979657000	10327303000	15593704000	10391953000	12296057000	10340396000	15504112000	10750565000
"sp|P0CX37|RS6A_YEAST"	"YEAST"	17159532000	18216405000	18987155000	19219624000	16919252000	17318961000	17962541000	1.7485e+10	17161737000	17831623000	14170820000	17920530000	7936195600	9002477000	8966357000	9044896000	8683531000	9022829000	8963123000	8672417000	8808167000	8997804000	8687524000	8648263000
"sp|P0CX39|RS8A_YEAST"	"YEAST"	10926472000	11235120000	11869389000	12105492000	10870853000	11014963000	10292571000	10872419000	10755042000	11032571000	11044803000	10888366000	5834580000	5481311000	5539395600	5435108000	5577092000	5583901700	5349716500	5240680000	5201107500	5313467000	5388283400	5301754400
"sp|P0CX41|RL23A_YEAST"	"YEAST"	7348328000	7109427700	9387544000	7024279000	6449959000	8611972000	4942136300	6273897500	6099541500	8386036000	5914872300	5447320600	3911831300	3426271200	4314152000	3106014000	3561533700	3168837000	2973366800	2561519000	3112874200	4237933300	2791689700	2550013400
"sp|P0CX43|RL1A_YEAST"	"YEAST"	7313098000	10670707000	12432251000	7084495000	10076835000	6905525000	12035690000	7421854700	11669236000	7662012000	7375055000	11367532000	4598718500	3073959400	3850374100	4944753000	3963826000	3640361700	3858053400	4649532400	5708511000	3720983300	3876163000	3482446600
"sp|P0CX45|RL2A_YEAST"	"YEAST"	10275634000	10552537000	11390966000	11217029000	10646454000	11074528000	11785801000	10992280000	9174164000	10924442000	10575523000	11347722000	5414560300	4948610600	4952442000	4893056000	4068259600	4706015000	4929507000	5117126000	4444419000	5211762700	5068700000	5283016700
"sp|P0CX47|RS11A_YEAST"	"YEAST"	16787581000	17174748000	17692944000	17764250000	16048922000	15760075000	19700384000	16481416000	16186718000	16605459000	16982588000	16896835000	7406616600	8288611000	8252601300	8157140000	8219816000	8263805400	8049265000	7738061300	8005081600	8242496500	8745612000	8342974500
"sp|P0CX49|RL18A_YEAST"	"YEAST"	9029908000	25392347000	24936380000	7618504700	9102693000	9421890000	9958531000	8955992000	24762055000	23302943000	24357605000	9081283000	4393941000	4806372000	4326685000	4334753000	7193179000	12001143000	11957664000	3680332500	4351701000	4506137600	11708981000	3443576600
"sp|P0CX51|RS16A_YEAST"	"YEAST"	14164919000	11431310000	15133716000	12501961000	12724140000	12692096000	14063956000	15015532000	11323177000	13526482000	14841329000	11955461000	6925953500	6793664500	5161548000	6759579600	6525457400	6839688700	7463834600	6781862000	5745694700	7003314700	7391095300	7373651000
"sp|P0CX53|RL12A_YEAST"	"YEAST"	6812409300	5896857000	6577608700	6821993000	5999307000	6412812000	6596550700	6318468600	5192574000	6435454000	6161514500	6468046000	3286820900	3171544600	3179676200	3034706700	3036687400	3340120800	3233524000	3015294700	2722403000	3199978800	3220907000	3227126800
"sp|P0CX55|RS18A_YEAST"	"YEAST"	14817855000	15516774000	16274407000	15913993000	14934141000	14768066000	16613296000	13953403000	14324574000	15333280000	14796468000	14796831000	7490033700	7706236000	7493608400	7519120400	6875182000	7519686000	7321853400	6855402000	7273443000	7404499000	7296372700	7.151e+09
"sp|P0CX70|YD15A_YEAST"	"YEAST"	0	94903530	91837290	0	2660907.2	0	0	0	112040380	0	0	0	0	0	28675640	0	0	41303780	0	0	45055730	0	0	0
"sp|P0CX80|MTCU1_YEAST"	"YEAST"	109172430	77823730	94947064	95659190	71016860	92556950	116960390	94019080	73336776	94254680	86458536	99132056	45285464	37742100	40272184	43212844	30800000	46081004	43220850	45778212	34201560	43451490	39685670	47979800
"sp|P0CX82|RL19A_YEAST"	"YEAST"	11756458000	12178996000	12299141000	12316270000	11025842000	11508134000	12348221000	9900067000	10867060000	11163599000	10308463000	10228533000	6831031300	5851530000	5957233000	5309778000	6124481000	4594527700	5209340400	4098422800	5335692000	4663276000	5294011000	4135583700
"sp|P0CX84|RL35A_YEAST"	"YEAST"	7631031300	7974830600	8727221000	8068796000	7900071400	7924246500	9108589000	8250051600	8059889000	7980023000	8298937000	8177818600	3577018400	3712934000	3713235200	3530381600	3387926800	3609103400	3599862300	3771033900	3693182700	3525022200	3615803600	3984439800
"sp|P10080|SSBP1_YEAST"	"YEAST"	2441144000	2397722400	2456255500	2367112200	2340445000	2113084800	2220316700	2143549300	2423579400	2151835100	1955480300	2075412500	1057945540	984284350	1113792300	1069677700	1021467500	906912500	881373600	611654800	930856000	1092158300	1030574800	780020860
"sp|P10081|IF4A_YEAST"	"YEAST"	14753434000	14116337000	16300237000	16337018000	14607891000	14999778000	14651887000	14871786000	14181050000	15343903000	15301579000	14468308000	8618681000	7364166000	6893534000	6654601000	6788235000	7192541000	6247412700	5967316500	6415053300	7085808600	6963692500	4666465300
"sp|P10356|YEY2_YEAST"	"YEAST"	0	27130950	20320438	0	25655240	19752624	0	0	0	0	0	0	0	0	0	0	0	5844780.5	0	9150368	0	11259927	0	0
"sp|P10363|PRI1_YEAST"	"YEAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P10507|MPPB_YEAST"	"YEAST"	53256612	44395436	15626590	12206538	66490036	18966986	12933723	16015847	20147254	12116717	49535000	16743779	0	33959830	34080570	8181990.5	34024750	35879016	34253216	5240449.5	0	0	36261044	5000426
"sp|P10591|HSP71_YEAST"	"YEAST"	110163030000	114996830000	139524080000	125714416000	126266300000	116741980000	133461610000	117716230000	125299320000	130433470000	119196060000	114722300000	66370770000	58803966000	68146192000	67003940000	58654425000	60129616000	57718570000	69146420000	54783533000	65956643000	59759886000	58876707000
"sp|P10592|HSP72_YEAST"	"YEAST"	14361333000	13481446000	13902864000	14309229000	12439288000	13758302000	13992662000	12633617000	12654353000	13508906000	13640557000	14344281000	7383212000	5861337000	6519122000	6639801000	6370236000	6308913000	6746793000	6216242000	5904626000	6628906000	7841513000	6534785500
"sp|P10614|CP51_YEAST"	"YEAST"	101225830	70125704	70911600	18510162	60652624	77936500	95181210	21047390	32673288	63131384	21458128	57621310	0	4772998	30574922	7350887.5	16924884	25683918	20639762	19729886	23663038	0	27397448	18654860
"sp|P10622|RLA3_YEAST"	"YEAST"	2261490200	1902913300	2274444800	2231247000	1843364700	1945944600	1717192000	1544752900	1649573800	1845204500	1686292100	1480291500	1311108500	932901100	927816960	896766100	908535040	887772400	801049800	642674800	771923200	810080830	775022500	680501600
"sp|P10659|METK1_YEAST"	"YEAST"	1778135900	1136980600	1710281700	1613681700	1619554700	1184580500	1440839700	1284651100	1510336300	1387206900	1352379500	1138734300	632134900	463122300	686494850	513694270	205096020	466031100	299740860	214541440	219128670	428601600	480787700	220567170
"sp|P10662|RT01_YEAST"	"YEAST"	0	17970700	29457976	0	19724574	9953868	158540930	62743652	0	0	27847388	0	0	0	0	11455287	0	0	0	0	0	0	0	16681466
"sp|P10664|RL4A_YEAST"	"YEAST"	19991267000	19887426000	22672630000	21364689000	20033604000	19971640000	18379307000	19432077000	19854633000	19762178000	19585937000	19004256000	11585481000	9287282000	9873445000	9195787000	7266448400	9150100000	8752638000	9260581000	8966396000	9134444000	9018535000	9076489000
"sp|P10823|GPA2_YEAST"	"YEAST"	30766114	14016505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P10869|AK_YEAST"	"YEAST"	135884530	176029950	199357820	129590320	215019520	105214580	237654880	102101330	98565460	147173140	209409310	132337440	42426324	19842188	25117464	7213075	48027692	41501190	25409170	43901788	46152732	29941724	29440114	44490376
"sp|P10961|HSF_YEAST"	"YEAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P10963|PCKA_YEAST"	"YEAST"	0	0	0	0	0	0	7809645.5	0	0	0	0	0	7834139600	31015650	0	0	0	0	0	0	0	0	0	0
"sp|P10964|RPA1_YEAST"	"YEAST"	472123000	402015550	284402940	294583650	341990180	226819440	436091800	296240320	277466900	451826340	260607440	248104020	149488640	111268610	35325532	111532090	78284690	43359224	79403790	89822500	42793270	46096336	83234376	106936620
"sp|P11075|SEC7_YEAST"	"YEAST"	801104400	420450560	190031580	166912420	376409250	216368850	332664740	290225800	696706050	165480960	170427710	214733900	46566096	42457136	36694604	31205344	60467212	36169700	28234380	25329244	54932464	88907270	28401708	14308033
"sp|P11076|ARF1_YEAST"	"YEAST"	3044304000	3234838500	3684280000	3722691300	3730614000	3661557200	3790465300	3226117600	3575214600	3689794800	3485252000	3138688000	1625295200	1490431700	1507533300	1403162900	967506500	1216475500	1678941200	1416201500	1473853700	1750552400	1491297200	1523365900
